FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,ZAF,South Africa,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,60.07900000000001,59.64033333333333,59.482,59.01,58.92033333333334,59.10333333333333,59.583,59.901666666666664,60.049,60.254999999999995,58.376999999999995,52.13275,52.28475,56.571600000000004,52.77075,48.41745454545455,52.778460358238284,50.04375340337957,51.2903183054115,51.44413834272506,51.41857856595806,51.13788406728674,52.09399587074989,53.292763575657986,51.89257800800337,52.52918785701167,52.216408282256836,54.45103006726791,54.60475465686565,56.2630535103232,54.81168620865102,55.86113109612018,55.48923606651092,55.395113241221274,38.2,37.8,34.8,27.7,34.0,36.8,35.587,44.08,42.834,41.511,41.593,43.376,44.896,44.43,43.286,41.264,39.365,39.317,39.524,40.041,40.044,40.862,40.195,40.393,40.319,39.534,35.779,34.332,35.701,37.359
